"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Lecce","Serie A","Remi Oudin","FRA","MF,FW","27-334",1996,1.1,46,1,6,20,20,1,46,1,1,100,0,0,25,155,16,0,1,0,1,1,28,9,"https://fbref.com/en/players/ea02beaf/Remi-Oudin"
2025,"Lecce","Serie A","Andy Pelmard","FRA","DF","24-219",2000,0.1,2,0,2,0,0,0,2,0,0,NA,0,NA,1,2,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f18d7ab2/Andy-Pelmard"
2025,"Lecce","Serie A","Santiago Pierotti","ARG","FW,MF","23-197",2001,1.7,67,3,7,34,26,11,67,6,3,50,3,50,39,262,141,6,3,5,3,1,41,10,"https://fbref.com/en/players/ec315772/Santiago-Pierotti"
2025,"Lecce","Serie A","Balthazar Pierret","FRA","MF","24-155",2000,4.5,230,12,66,140,30,2,230,4,3,75,1,25,114,517,249,2,2,0,4,2,138,3,"https://fbref.com/en/players/c269463b/Balthazar-Pierret"
2025,"Lecce","Serie A","Hamza Rafia","TUN","MF","25-198",1999,2.5,154,5,39,87,30,4,154,4,1,25,1,25,87,456,208,5,2,1,4,3,111,12,"https://fbref.com/en/players/6b587d3d/Hamza-Rafia"
2025,"Lecce","Serie A","Ylber Ramadani","ALB","MF","28-188",1996,6.5,390,21,113,238,46,5,390,12,6,50,6,50,240,1215,503,6,5,2,7,11,269,2,"https://fbref.com/en/players/ef3c876b/Ylber-Ramadani"
2025,"Lecce","Serie A","Ante Rebić","CRO","FW,MF","31-026",1993,2.9,126,2,18,45,66,7,126,8,2,25,5,62.5,67,336,138,4,3,1,10,4,93,18,"https://fbref.com/en/players/536cebe5/Ante-Rebic"
2025,"Leganés","La Liga","Adrià Altimira","ESP","FW,DF","23-203",2001,3,121,6,29,58,37,1,121,8,4,50,2,25,72,358,183,4,4,0,4,2,73,14,"https://fbref.com/en/players/757a3431/Adria-Altimira"
2025,"Leganés","La Liga","Aritz Arambarri","ESP","DF","26-260",1998,2,86,12,59,26,1,1,86,0,0,NA,0,NA,44,253,137,0,0,0,1,0,48,0,"https://fbref.com/en/players/f28876e5/Aritz-Arambarri"
2025,"Leganés","La Liga","Darko Brašanac","SRB","MF","32-248",1992,5.6,219,22,63,107,49,10,219,3,0,0,3,100,75,239,95,0,3,0,2,1,122,13,"https://fbref.com/en/players/4accb7e0/Darko-Brasanac"
2025,"Leganés","La Liga","Julián Chicco","ARG","MF","26-278",1998,1.3,62,1,13,40,10,1,62,3,2,66.7,0,0,34,150,90,3,5,0,5,2,37,2,"https://fbref.com/en/players/92dacb99/Julian-Chicco"
2025,"Leganés","La Liga","Seydouba Cissé","GUI","MF","23-250",2001,6.8,409,8,75,268,72,6,409,16,9,56.3,4,25,238,1218,614,9,13,1,9,8,284,14,"https://fbref.com/en/players/0d13e455/Seydouba-Cisse"
2025,"Leganés","La Liga","Juan Cruz","ESP","FW,MF","24-175",2000,5.7,261,2,39,104,122,13,261,21,12,57.1,9,42.9,146,949,410,16,13,10,8,10,156,31,"https://fbref.com/en/players/cc2dd8a5/Juan-Cruz"
2025,"Leganés","La Liga","Diego","ESP","FW,MF","24-182",2000,1.3,41,2,3,12,26,9,41,1,0,0,1,100,18,109,19,2,0,0,3,0,26,8,"https://fbref.com/en/players/b85a5126/Diego"
2025,"Leganés","La Liga","Marko Dmitrović","SRB","GK","32-267",1992,3,102,83,102,0,0,0,102,0,0,NA,0,NA,48,255,166,0,0,0,0,0,31,0,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
2025,"Leganés","La Liga","Enric Franquesa","ESP","FW,DF","27-234",1997,4,172,7,56,82,41,4,172,11,4,36.4,5,45.5,71,406,177,3,7,1,16,1,87,17,"https://fbref.com/en/players/40883e3a/Enric-Franquesa"
2025,"Leganés","La Liga","Munir El Haddadi","MAR","MF,FW","29-046",1995,1.7,53,0,8,24,21,2,53,5,1,20,3,60,33,143,32,3,1,0,2,1,34,5,"https://fbref.com/en/players/8696bc90/Munir-El-Haddadi"
2025,"Leganés","La Liga","Sébastien Haller","CIV","FW","30-117",1994,3.6,101,7,20,51,32,9,101,2,1,50,0,0,39,154,84,1,2,0,12,4,69,9,"https://fbref.com/en/players/ba115a40/Sebastien-Haller"
2025,"Leganés","La Liga","Javi Hernández","ESP","DF","26-168",1998,6.7,360,32,118,157,87,9,360,8,6,75,2,25,182,860,454,15,8,2,10,10,201,35,"https://fbref.com/en/players/9a76c2e9/Javi-Hernandez"
2025,"Leganés","La Liga","Roberto López","ESP","MF","24-176",2000,3.7,199,3,34,105,61,1,199,4,2,50,2,50,97,449,216,3,3,0,3,2,115,8,"https://fbref.com/en/players/2a8c9f98/Roberto-Lopez"
2025,"Leganés","La Liga","Miguel","ESP","FW","25-044",1999,5.4,122,2,10,48,65,17,122,8,1,12.5,6,75,76,317,79,6,5,5,20,8,91,27,"https://fbref.com/en/players/6763373d/Miguel"
2025,"Leganés","La Liga","Matija Nastasić","SRB","DF","31-203",1993,3.5,159,22,107,51,1,0,159,1,1,100,0,0,71,231,109,0,0,0,3,0,89,0,"https://fbref.com/en/players/f35430a4/Matija-Nastasic"
2025,"Leganés","La Liga","Yvan Neyou","CMR","MF","27-288",1997,4.9,286,12,78,181,31,1,286,11,6,54.5,4,36.4,181,747,332,4,6,0,4,4,192,7,"https://fbref.com/en/players/0ad37003/Yvan-Neyou"
2025,"Leganés","La Liga","Dani Raba","ESP","FW,MF","28-354",1995,1.6,70,5,15,30,28,5,69,5,2,40,3,60,36,237,107,3,3,1,4,3,35,8,"https://fbref.com/en/players/ea6a7ab4/Dani-Raba"
2025,"Leganés","La Liga","Óscar Rodríguez Arnaiz","ESP","MF,FW","26-111",1998,3.5,165,3,22,91,55,3,165,8,4,50,3,37.5,85,460,200,5,5,2,7,3,121,9,"https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz"
2025,"Leganés","La Liga","Valentin Rosier","FRA","DF","28-059",1996,8.4,464,35,176,205,86,7,464,11,7,63.6,4,36.4,198,919,466,11,8,3,10,8,212,26,"https://fbref.com/en/players/9b6d9b53/Valentin-Rosier"
2025,"Leganés","La Liga","Jorge Sáenz","ESP","DF","27-335",1996,5.3,392,37,244,146,4,2,392,1,0,0,0,0,223,886,472,2,1,0,2,1,255,0,"https://fbref.com/en/players/bfca375c/Jorge-Saenz"
2025,"Leganés","La Liga","Sergi","ESP","DF","32-180",1992,9,591,70,370,213,8,5,591,0,0,NA,0,NA,320,1486,730,3,1,0,0,0,383,1,"https://fbref.com/en/players/65ac6ea0/Sergi"
2025,"Leganés","La Liga","Juan Soriano","ESP","GK","27-055",1997,6,199,173,199,0,0,0,199,0,0,NA,0,NA,90,447,281,0,0,0,0,0,59,0,"https://fbref.com/en/players/5512b1a9/Juan-Soriano"
2025,"Leganés","La Liga","Renato Tapia","PER","MF,FW","29-081",1995,3.1,209,16,67,120,23,2,209,4,1,25,3,75,97,536,269,4,3,0,6,2,116,6,"https://fbref.com/en/players/34269bdf/Renato-Tapia"
2025,"Leicester City","Premier League","Jordan Ayew","GHA","FW,MF","33-036",1991,4,154,5,19,79,59,9,154,13,7,53.8,4,30.8,104,751,294,6,6,1,15,6,112,10,"https://fbref.com/en/players/da052c14/Jordan-Ayew"
2025,"Leicester City","Premier League","Victor Bernth Kristiansen","DEN","DF","21-306",2002,6.9,443,34,177,208,62,0,443,7,3,42.9,4,57.1,220,1062,523,10,1,0,3,4,233,18,"https://fbref.com/en/players/505486d6/Victor-Bernth-Kristiansen"
2025,"Leicester City","Premier League","Facundo Buonanotte","ARG","MF,FW","19-299",2004,4.1,183,9,38,89,59,8,183,15,4,26.7,9,60,110,746,370,9,6,2,12,5,114,12,"https://fbref.com/en/players/468a7a91/Facundo-Buonanotte"
2025,"Leicester City","Premier League","Hamza Choudhury","ENG","MF","27-016",1997,0.2,5,1,1,2,2,0,5,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/7d2d3329/Hamza-Choudhury"
2025,"Leicester City","Premier League","Conor Coady","ENG","DF","31-235",1993,0.1,8,4,8,0,0,0,8,0,0,NA,0,NA,2,7,0,0,1,1,1,0,0,0,"https://fbref.com/en/players/2928dca2/Conor-Coady"
2025,"Leicester City","Premier League","Odsonne Édouard","FRA","FW","26-275",1998,0.3,18,1,1,6,11,6,18,2,1,50,1,50,9,25,2,0,0,1,5,2,11,2,"https://fbref.com/en/players/0562b7f1/Odsonne-Edouard"
2025,"Leicester City","Premier League","Wout Faes","BEL","DF","26-197",1998,7,392,97,243,139,12,6,392,2,2,100,0,0,200,1006,576,2,2,0,4,3,236,1,"https://fbref.com/en/players/9c221d14/Wout-Faes"
2025,"Leicester City","Premier League","Abdul Fatawu Issahaku","GHA","FW","20-223",2004,3.1,142,10,45,52,51,4,142,26,7,26.9,12,46.2,87,640,294,12,5,3,10,6,90,17,"https://fbref.com/en/players/bceda5ff/Abdul-Fatawu-Issahaku"
2025,"Leicester City","Premier League","Mads Hermansen","DEN","GK","24-098",2000,7,283,221,273,11,0,0,283,0,0,NA,0,NA,164,1029,546,0,0,0,0,0,130,0,"https://fbref.com/en/players/c924b17d/Mads-Hermansen"
2025,"Leicester City","Premier League","James Justin","ENG","DF","26-237",1998,7,363,34,151,160,55,6,363,7,2,28.6,1,14.3,145,544,256,4,2,1,5,3,183,6,"https://fbref.com/en/players/fb614c44/James-Justin"
2025,"Leicester City","Premier League","Bilal El Khannouss","MAR","MF","20-160",2004,0.9,62,0,4,32,27,0,62,0,0,NA,0,NA,41,170,73,4,3,0,3,1,46,3,"https://fbref.com/en/players/f7042636/Bilal-El-Khannouss"
2025,"Leicester City","Premier League","Stephy Mavididi","ENG","FW","26-139",1998,4.3,182,5,33,76,78,14,182,25,10,40,12,48,132,808,437,15,6,4,11,17,135,31,"https://fbref.com/en/players/30144daa/Stephy-Mavididi"
2025,"Leicester City","Premier League","Kasey McAteer","IRL","DF,FW","22-330",2001,0.1,23,2,10,9,5,2,23,0,0,NA,0,NA,5,27,21,0,1,0,0,1,7,2,"https://fbref.com/en/players/b2c66859/Kasey-McAteer"
2025,"Leicester City","Premier League","Wilfred Ndidi","NGA","MF","27-306",1996,6.8,384,37,152,169,68,19,384,14,7,50,7,50,196,949,353,5,8,0,14,15,227,27,"https://fbref.com/en/players/6b47c5db/Wilfred-Ndidi"
2025,"Leicester City","Premier League","Caleb Okoli","ITA","DF","23-096",2001,5,299,71,187,106,6,4,299,0,0,NA,0,NA,166,770,351,1,0,0,3,0,172,0,"https://fbref.com/en/players/8ec109e6/Caleb-Okoli"
2025,"Leicester City","Premier League","Bobby Reid","JAM","FW","31-258",1993,1.8,67,6,22,30,15,1,67,2,0,0,2,100,35,178,78,2,0,1,2,4,39,6,"https://fbref.com/en/players/0f7533cd/Bobby-Reid"
2025,"Leicester City","Premier League","Oliver Skipp","ENG","MF","24-031",2000,4,179,13,50,108,23,0,179,7,3,42.9,4,57.1,107,439,242,6,3,0,3,4,118,3,"https://fbref.com/en/players/6250083a/Oliver-Skipp"
2025,"Leicester City","Premier League","Boubakary Soumaré","FRA","MF","25-233",1999,0.2,5,0,1,2,2,0,5,0,0,NA,0,NA,2,7,0,0,0,0,1,0,3,1,"https://fbref.com/en/players/ae59b359/Boubakary-Soumare"
2025,"Leicester City","Premier League","Jamie Vardy","ENG","FW","37-280",1987,6.4,120,6,10,64,48,15,120,4,2,50,1,25,57,241,85,6,3,2,15,4,78,24,"https://fbref.com/en/players/45963054/Jamie-Vardy"
2025,"Leicester City","Premier League","Jannik Vestergaard","DEN","DF","32-075",1992,2,108,25,77,29,2,2,108,0,0,NA,0,NA,62,216,138,0,0,0,0,0,75,0,"https://fbref.com/en/players/1900032e/Jannik-Vestergaard"
2025,"Leicester City","Premier League","Harry Winks","ENG","MF","28-258",1996,6,345,15,103,206,42,0,345,4,1,25,3,75,192,954,433,5,3,0,5,2,233,4,"https://fbref.com/en/players/2f7acede/Harry-Winks"
2025,"Lens","Ligue 1","Ruben Aguilar","FRA","DF","31-174",1993,3,236,2,53,106,81,8,236,3,1,33.3,2,66.7,106,450,184,2,5,0,4,1,130,28,"https://fbref.com/en/players/3dd738a1/Ruben-Aguilar"
2025,"Lens","Ligue 1","Neil El Aynaoui","FRA","MF","23-107",2001,0.1,2,0,0,0,2,0,2,0,0,NA,0,NA,1,5,0,0,0,0,0,0,2,0,"https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui"
2025,"Lens","Ligue 1","Jhoanner Chávez","ECU","DF","22-175",2002,4.4,233,12,66,88,82,8,233,3,1,33.3,2,66.7,105,477,244,7,4,0,6,5,127,24,"https://fbref.com/en/players/649b57e9/Jhoanner-Chavez"
2025,"Lens","Ligue 1","David Costa","POR","MF","23-286",2001,1.6,82,1,6,32,45,4,82,4,0,0,4,100,51,310,225,5,6,1,5,2,64,6,"https://fbref.com/en/players/59948ef7/David-Costa"
2025,"Lens","Ligue 1","Kevin Danso","AUT","DF","26-028",1998,2,137,21,73,61,3,2,137,0,0,NA,0,NA,54,280,141,0,0,0,2,1,56,0,"https://fbref.com/en/players/6e33125f/Kevin-Danso"
2025,"Lens","Ligue 1","Andy Diouf","FRA","MF","21-153",2003,6,324,11,54,162,113,10,324,19,10,52.6,8,42.1,158,1111,648,22,17,2,12,7,206,16,"https://fbref.com/en/players/9b5237b1/Andy-Diouf"
2025,"Lens","Ligue 1","Przemysław Frankowski","POL","DF","29-188",1995,4,303,12,64,135,105,9,302,7,2,28.6,5,71.4,147,727,409,8,7,0,4,4,197,30,"https://fbref.com/en/players/00a8d210/Przemyslaw-Frankowski"
2025,"Lens","Ligue 1","Angelo Fulgini","FRA","MF,FW","28-058",1996,2.7,177,3,22,74,81,7,177,10,2,20,7,70,111,485,186,1,4,1,4,7,138,19,"https://fbref.com/en/players/4b96c347/Angelo-Fulgini"
2025,"Lens","Ligue 1","Jonathan Gradit","FRA","DF","31-328",1992,5.8,385,32,141,215,31,4,385,4,1,25,3,75,200,921,510,6,8,0,7,1,240,1,"https://fbref.com/en/players/06c48679/Jonathan-Gradit"
2025,"Lens","Ligue 1","Abdukodir Khusanov","UZB","DF","20-231",2004,5.2,297,55,169,122,11,3,297,0,0,NA,0,NA,124,604,230,0,2,0,3,0,142,2,"https://fbref.com/en/players/d17ce930/Abdukodir-Khusanov"
2025,"Lens","Ligue 1","Rémy Labeau Lascary","GLP","FW","21-228",2003,2.7,95,0,7,36,54,15,95,12,5,41.7,6,50,62,398,101,6,2,2,10,2,72,22,"https://fbref.com/en/players/c90f380c/Remy-Labeau-Lascary"
2025,"Lens","Ligue 1","Deiver Machado","COL","DF","31-045",1993,2.6,145,5,29,50,68,2,145,7,5,71.4,2,28.6,71,433,219,6,2,0,2,3,84,17,"https://fbref.com/en/players/b3f8bdef/Deiver-Machado"
2025,"Lens","Ligue 1","Facundo Medina","ARG","DF,MF","25-142",1999,7,482,33,173,241,71,5,482,6,1,16.7,5,83.3,297,1469,787,13,9,0,7,3,328,3,"https://fbref.com/en/players/6f5ec8bb/Facundo-Medina"
2025,"Lens","Ligue 1","Nampalys Mendy","SEN","MF","32-116",1992,1,79,0,12,56,11,0,79,0,0,NA,0,NA,48,183,81,0,2,0,2,2,55,0,"https://fbref.com/en/players/1598599e/Nampalys-Mendy"
2025,"Lens","Ligue 1","M'Bala Nzola","ANG","FW","28-060",1996,2.2,72,3,5,23,44,22,72,2,0,0,2,100,38,275,48,4,1,0,9,7,59,19,"https://fbref.com/en/players/a4948e67/MBala-Nzola"
2025,"Lens","Ligue 1","Hamzat Ojediran","NGA","MF","20-338",2003,1.2,92,1,20,61,13,2,92,0,0,NA,0,NA,22,128,64,1,1,0,2,0,47,0,"https://fbref.com/en/players/25124a21/Hamzat-Ojediran"
2025,"Lens","Ligue 1","Wesley Saïd","FRA","FW,MF","29-181",1995,3.9,117,2,7,48,63,21,117,10,4,40,6,60,69,266,129,4,3,3,6,3,90,19,"https://fbref.com/en/players/90fcf472/Wesley-Said"
2025,"Lens","Ligue 1","Brice Samba","FRA","GK","30-175",1994,7,263,193,258,5,0,0,263,0,0,NA,0,NA,159,876,543,0,0,0,0,0,129,0,"https://fbref.com/en/players/60d90c55/Brice-Samba"
2025,"Lens","Ligue 1","Malang Sarr","FRA","DF","25-268",1999,1,73,2,26,37,10,1,73,0,0,NA,0,NA,54,246,100,0,1,0,2,1,56,1,"https://fbref.com/en/players/4315f30d/Malang-Sarr"
2025,"Lens","Ligue 1","Martin Satriano","URU","FW,DF","23-240",2001,0.5,32,1,6,10,16,8,32,2,1,50,1,50,12,83,30,2,2,0,2,2,19,11,"https://fbref.com/en/players/86383d0e/Martin-Satriano"
2025,"Lens","Ligue 1","Florian Sotoca","FRA","FW","33-358",1990,4.6,263,9,22,122,121,19,263,10,3,30,5,50,140,582,299,8,6,1,9,4,213,43,"https://fbref.com/en/players/7a42d0df/Florian-Sotoca"
2025,"Lens","Ligue 1","Adrien Thomasson","FRA","MF","30-312",1993,6.2,422,14,72,223,128,12,422,14,5,35.7,8,57.1,212,720,313,6,3,2,18,7,270,27,"https://fbref.com/en/players/c76b7567/Adrien-Thomasson"
2025,"Lens","Ligue 1","Anass Zaroury","MAR","MF,FW","23-345",2000,2.2,97,0,5,57,37,5,97,2,0,0,2,100,61,410,206,6,4,0,5,3,74,7,"https://fbref.com/en/players/07d65234/Anass-Zaroury"
2025,"Leverkusen","Bundesliga","Amine Adli","MAR","MF,FW","24-160",2000,1.6,96,2,11,27,59,12,96,11,4,36.4,6,54.5,52,381,211,8,8,2,4,2,75,20,"https://fbref.com/en/players/dcfb17f4/Amine-Adli"
2025,"Leverkusen","Bundesliga","Robert Andrich","GER","MF,DF","30-025",1994,3.5,243,15,55,155,36,2,243,2,1,50,0,0,105,476,204,0,2,0,0,0,169,4,"https://fbref.com/en/players/e0b113a7/Robert-Andrich"
2025,"Leverkusen","Bundesliga","Arthur","BRA","DF","21-214",2003,0.1,5,0,1,2,2,0,5,0,0,NA,0,NA,3,22,13,1,1,0,0,0,2,1,"https://fbref.com/en/players/8a958856/Arthur"
2025,"Leverkusen","Bundesliga","Jeanuël Belocian","FRA","DF","19-243",2005,0.5,36,2,9,16,11,0,36,1,1,100,0,0,13,64,32,0,2,0,1,0,27,1,"https://fbref.com/en/players/c678ddd7/Jeanuel-Belocian"
2025,"Leverkusen","Bundesliga","Victor Boniface","NGA","FW","23-299",2000,4.6,152,3,9,56,88,40,152,18,7,38.9,10,55.6,76,455,187,11,6,9,15,16,119,26,"https://fbref.com/en/players/b146275b/Victor-Boniface"
2025,"Leverkusen","Bundesliga","Jeremie Frimpong","NED","DF","23-312",2000,4.6,196,4,33,57,111,19,196,16,4,25,12,75,112,687,384,12,9,2,5,4,125,44,"https://fbref.com/en/players/74f2e748/Jeremie-Frimpong"
2025,"Leverkusen","Bundesliga","Aleix García","ESP","MF","27-111",1997,2.3,250,7,34,126,91,1,250,0,0,NA,0,NA,112,568,244,3,4,0,0,0,201,5,"https://fbref.com/en/players/a10361d2/Aleix-Garcia"
2025,"Leverkusen","Bundesliga","Álex Grimaldo","ESP","DF","29-027",1995,6,531,9,60,162,310,30,531,14,4,28.6,7,50,293,1404,827,24,13,8,15,4,392,79,"https://fbref.com/en/players/b1f4086c/Alex-Grimaldo"
2025,"Leverkusen","Bundesliga","Piero Hincapié","ECU","DF","22-282",2002,4.7,372,42,138,177,57,9,372,0,0,NA,0,NA,167,857,551,6,6,0,5,0,249,7,"https://fbref.com/en/players/0c7a48f8/Piero-Hincapie"
2025,"Leverkusen","Bundesliga","Jonas Hofmann","GER","MF","32-095",1992,1.4,74,1,6,28,40,8,74,1,0,0,1,100,35,187,90,2,0,0,1,0,62,11,"https://fbref.com/en/players/2903a856/Jonas-Hofmann"
2025,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","34-328",1989,5,146,131,145,1,0,0,146,0,0,NA,0,NA,71,414,204,0,0,0,0,0,66,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
2025,"Leverkusen","Bundesliga","Matej Kovar","CZE","GK","24-153",2000,1,26,23,26,0,0,0,26,0,0,NA,0,NA,18,71,27,0,0,0,0,0,17,0,"https://fbref.com/en/players/bc67a0e1/Matej-Kovar"
2025,"Leverkusen","Bundesliga","Nordi Mukiele","FRA","DF","26-351",1997,0.6,48,1,12,21,15,1,48,0,0,NA,0,NA,23,86,46,0,1,0,1,0,35,4,"https://fbref.com/en/players/ac73ec79/Nordi-Mukiele"
2025,"Leverkusen","Bundesliga","Exequiel Palacios","ARG","MF","26-012",1998,0.9,134,0,9,74,51,1,134,0,0,NA,0,NA,97,227,101,2,3,0,0,2,121,2,"https://fbref.com/en/players/e82adcab/Exequiel-Palacios"
2025,"Leverkusen","Bundesliga","Patrik Schick","CZE","FW","28-267",1996,1.2,32,1,2,20,10,4,32,3,1,33.3,2,66.7,18,62,5,0,0,0,3,3,25,6,"https://fbref.com/en/players/5d4f7d61/Patrik-Schick"
2025,"Leverkusen","Bundesliga","Jonathan Tah","GER","DF","28-249",1996,6,454,36,148,265,42,13,454,1,1,100,0,0,240,1375,727,1,2,0,5,3,324,4,"https://fbref.com/en/players/bd142efb/Jonathan-Tah"
2025,"Leverkusen","Bundesliga","Edmond Tapsoba","BFA","DF","25-258",1999,5.9,487,29,152,258,80,8,487,7,3,42.9,4,57.1,271,1397,765,9,13,0,4,2,344,3,"https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba"
2025,"Leverkusen","Bundesliga","Nathan Tella","NGA","DF,FW","25-104",1999,0.9,38,2,3,11,24,3,38,5,0,0,3,60,18,114,55,4,1,2,3,0,32,12,"https://fbref.com/en/players/f1e94cd6/Nathan-Tella"
2025,"Leverkusen","Bundesliga","Martin Terrier","FRA","MF","27-227",1997,3.3,131,2,5,52,74,20,131,1,0,0,1,100,63,220,86,5,3,3,4,6,111,18,"https://fbref.com/en/players/5148dcc5/Martin-Terrier"
2025,"Leverkusen","Bundesliga","Florian Wirtz","GER","MF","21-167",2003,6,552,2,33,187,340,37,550,38,18,47.4,18,47.4,281,1774,1011,38,15,14,11,12,424,90,"https://fbref.com/en/players/e7fcf289/Florian-Wirtz"
2025,"Leverkusen","Bundesliga","Granit Xhaka","SUI","MF","32-020",1992,6,616,15,90,366,162,4,616,5,1,20,4,80,323,1263,690,5,13,0,5,2,497,11,"https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
2025,"Lille","Ligue 1","Benjamin André","FRA","MF","34-075",1990,5.9,490,11,80,334,79,11,490,3,1,33.3,1,33.3,280,1147,568,5,8,0,8,6,355,9,"https://fbref.com/en/players/ef9c1c95/Benjamin-Andre"
2025,"Lille","Ligue 1","Hákon Arnar Haraldsson","ISL","MF","21-190",2003,1.9,181,2,20,100,61,6,181,4,3,75,1,25,126,696,361,8,5,1,4,3,146,12,"https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson"
2025,"Lille","Ligue 1","Mitchel Bakker","NED","DF","24-119",2000,0.8,76,2,19,26,31,4,76,1,1,100,0,0,40,154,80,2,2,0,1,0,45,12,"https://fbref.com/en/players/a8567629/Mitchel-Bakker"
2025,"Lille","Ligue 1","Ayyoub Bouaddi","FRA","MF","17-015",2007,1.5,108,3,28,58,24,0,108,4,2,50,2,50,63,327,109,1,0,0,2,1,77,2,"https://fbref.com/en/players/8006228f/Ayyoub-Bouaddi"
2025,"Lille","Ligue 1","Rémy Cabella","FRA","MF,FW","34-223",1990,3,232,1,19,97,121,15,232,8,3,37.5,5,62.5,127,644,335,11,8,3,5,5,171,33,"https://fbref.com/en/players/148e136f/Remy-Cabella"
2025,"Lille","Ligue 1","Lucas Chevalier","FRA","GK","22-346",2001,7,207,175,207,0,0,0,207,0,0,NA,0,NA,135,649,417,0,0,0,0,0,117,0,"https://fbref.com/en/players/b3d76d84/Lucas-Chevalier"
2025,"Lille","Ligue 1","Jonathan David","CAN","FW","24-277",2000,5.1,187,1,8,73,108,35,186,9,6,66.7,3,33.3,100,582,260,8,4,5,10,7,142,37,"https://fbref.com/en/players/ce50fd99/Jonathan-David"
2025,"Lille","Ligue 1","Bafodé Diakité","FRA","DF","23-285",2001,7,628,44,241,371,18,4,628,2,2,100,0,0,423,2003,1209,3,4,0,1,1,489,0,"https://fbref.com/en/players/1bfb6fef/Bafode-Diakite"
2025,"Lille","Ligue 1","Matias Fernandez-Pardo","BEL","FW","19-257",2005,0.5,19,1,4,5,10,2,19,1,0,0,1,100,10,71,39,2,2,1,0,1,11,2,"https://fbref.com/en/players/0cdb6a2a/Matias-Fernandez-Pardo"
2025,"Lille","Ligue 1","André Gomes","POR","MF","31-079",1993,2.2,178,4,42,108,28,2,178,2,0,0,2,100,101,314,149,1,0,0,5,3,142,5,"https://fbref.com/en/players/1961b2aa/Andre-Gomes"
2025,"Lille","Ligue 1","Angel Gomes","ENG","MF","24-047",2000,4.2,207,0,12,105,92,13,206,5,3,60,1,20,129,727,413,10,10,3,6,1,165,31,"https://fbref.com/en/players/645a3363/Angel-Gomes"
2025,"Lille","Ligue 1","Gabriel Gudmundsson","SWE","DF","25-171",1999,5.3,296,8,70,114,117,7,296,10,5,50,4,40,161,1147,562,18,9,2,3,6,188,33,"https://fbref.com/en/players/d5d22a58/Gabriel-Gudmundsson"
2025,"Lille","Ligue 1","Ismaily","BRA","DF","34-280",1990,0.9,61,0,9,24,28,6,61,1,0,0,1,100,33,162,101,0,0,0,2,0,38,8,"https://fbref.com/en/players/cf182add/Ismaily"
2025,"Lille","Ligue 1","Mohamed Lamine Bayo","GUI","FW","26-135",1998,2.1,52,0,1,27,24,10,52,2,1,50,1,50,34,129,47,2,2,2,6,2,41,12,"https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo"
2025,"Lille","Ligue 1","Aïssa Mandi","ALG","DF","32-361",1991,3.5,274,15,86,155,33,1,274,1,0,0,1,100,175,691,390,4,7,0,3,1,221,8,"https://fbref.com/en/players/fbd6378b/Aissa-Mandi"
2025,"Lille","Ligue 1","Ethan Mbappé","FRA","MF,FW","17-293",2006,0.9,58,1,3,25,30,7,58,4,1,25,3,75,30,228,76,1,1,1,3,3,43,9,"https://fbref.com/en/players/d595de71/Ethan-Mbappe"
2025,"Lille","Ligue 1","Thomas Meunier","BEL","DF","33-035",1991,3.7,318,7,64,165,92,12,318,6,5,83.3,1,16.7,192,941,498,11,12,0,2,3,223,21,"https://fbref.com/en/players/e162b013/Thomas-Meunier"
2025,"Lille","Ligue 1","Ngal'Ayel Mukau","","MF","19-322",2004,1.4,125,2,15,85,25,1,125,1,0,0,1,100,77,322,154,3,4,0,1,1,90,3,"https://fbref.com/en/players/bb461b8a/NgalAyel-Mukau"
2025,"Lille","Ligue 1","Alexsandro Ribeiro","BRA","DF","25-069",1999,6,520,48,190,302,33,5,520,1,0,0,1,100,342,1561,970,7,10,0,2,0,376,2,"https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro"
2025,"Lille","Ligue 1","Osame Sahraoui","MAR","MF,FW","23-128",2001,4.7,279,2,17,108,158,26,279,27,13,48.1,14,51.9,195,1262,675,27,20,10,10,9,225,54,"https://fbref.com/en/players/6f9fa232/Osame-Sahraoui"
