"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Lille","Ligue 1","Tiago Santos","POR","DF","22-086",2002,4.5,285,6,50,116,120,21,285,21,12,57.1,8,38.1,191,1183,661,24,17,4,13,3,206,43,"https://fbref.com/en/players/3eeebc87/Tiago-Santos"
2025,"Lille","Ligue 1","Edon Zhegrova","KVX","FW,MF","25-200",1999,4.8,258,0,9,79,174,20,258,26,15,57.7,11,42.3,188,1374,660,22,13,12,8,10,198,42,"https://fbref.com/en/players/34a88e3e/Edon-Zhegrova"
2025,"Liverpool","Premier League","Trent Alexander-Arnold","ENG","DF","26-010",1998,6.5,499,14,130,214,155,11,499,12,4,33.3,7,58.3,258,1404,798,19,13,4,8,10,329,25,"https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold"
2025,"Liverpool","Premier League","Alisson","BRA","GK","32-015",1992,5.9,227,167,223,4,0,0,227,0,0,NA,0,NA,151,566,312,0,0,0,0,0,162,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
2025,"Liverpool","Premier League","Conor Bradley","NIR","DF","21-100",2003,0.9,97,5,30,40,29,9,97,1,1,100,0,0,56,324,180,6,1,2,1,0,55,5,"https://fbref.com/en/players/bbd67769/Conor-Bradley"
2025,"Liverpool","Premier League","Federico Chiesa","ITA","FW","26-358",1997,0.2,12,0,2,5,5,3,12,1,0,0,1,100,11,35,13,1,0,1,1,2,9,2,"https://fbref.com/en/players/b0f7e36c/Federico-Chiesa"
2025,"Liverpool","Premier League","Luis Díaz","COL","FW","27-278",1997,5,239,4,20,87,138,34,239,24,10,41.7,11,45.8,166,1292,655,23,15,17,8,9,185,48,"https://fbref.com/en/players/4a1a9578/Luis-Diaz"
2025,"Liverpool","Premier League","Harvey Elliott","ENG","FW","21-196",2003,0.1,14,0,1,4,9,1,14,0,0,NA,0,NA,10,50,28,1,0,1,0,0,11,3,"https://fbref.com/en/players/b9e1436c/Harvey-Elliott"
2025,"Liverpool","Premier League","Wataru Endo","JPN","MF","31-251",1993,0,9,0,1,3,5,0,9,0,0,NA,0,NA,5,35,6,0,0,0,1,0,4,0,"https://fbref.com/en/players/c149016b/Wataru-Endo"
2025,"Liverpool","Premier League","Cody Gakpo","NED","FW","25-163",1999,2.4,124,6,17,46,67,13,124,7,6,85.7,0,0,82,512,214,4,3,3,1,2,97,35,"https://fbref.com/en/players/1971591f/Cody-Gakpo"
2025,"Liverpool","Premier League","Joe Gomez","ENG","DF","27-147",1997,0,6,1,2,3,1,0,6,0,0,NA,0,NA,2,10,0,0,0,0,0,0,3,0,"https://fbref.com/en/players/7a11550b/Joe-Gomez"
2025,"Liverpool","Premier League","Ryan Gravenberch","NED","MF","22-154",2002,7,549,20,115,329,110,5,549,13,7,53.8,4,30.8,342,1841,962,19,18,3,10,2,410,13,"https://fbref.com/en/players/b8e740fb/Ryan-Gravenberch"
2025,"Liverpool","Premier League","Vitezslav Jaros","CZE","GK","23-086",2001,0.1,8,5,8,0,0,0,8,0,0,NA,0,NA,7,29,8,0,0,0,0,0,5,0,"https://fbref.com/en/players/12bb4d6a/Vitezslav-Jaros"
2025,"Liverpool","Premier League","Curtis Jones","ENG","MF","23-261",2001,1.7,103,2,24,53,27,3,103,3,3,100,0,0,69,397,158,1,1,0,3,2,85,3,"https://fbref.com/en/players/4fb9c88f/Curtis-Jones"
2025,"Liverpool","Premier League","Diogo Jota","POR","FW","27-318",1996,5.1,165,2,9,68,90,31,165,12,2,16.7,9,75,88,600,246,11,9,9,15,8,120,33,"https://fbref.com/en/players/178ae8f8/Diogo-Jota"
2025,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","25-329",1998,1,50,36,49,1,0,0,50,0,0,NA,0,NA,39,123,84,0,0,0,1,0,33,0,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
2025,"Liverpool","Premier League","Ibrahima Konaté","FRA","DF","25-145",1999,6.3,526,65,253,259,16,5,526,1,1,100,0,0,329,1495,818,3,1,0,1,1,392,0,"https://fbref.com/en/players/5ed9b537/Ibrahima-Konate"
2025,"Liverpool","Premier League","Alexis Mac Allister","ARG","MF","25-298",1998,6.2,396,18,77,223,98,12,396,9,1,11.1,8,88.9,210,708,316,9,7,1,6,8,283,16,"https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister"
2025,"Liverpool","Premier League","Darwin Núñez","URU","FW","25-115",1999,1.5,46,2,9,17,23,6,46,2,1,50,1,50,29,162,88,6,5,3,1,5,33,12,"https://fbref.com/en/players/4d77b365/Darwin-Nunez"
2025,"Liverpool","Premier League","Jarell Quansah","ENG","DF","21-262",2003,0.5,35,11,27,7,1,0,35,0,0,NA,0,NA,16,47,12,0,0,0,0,0,22,0,"https://fbref.com/en/players/4125cb98/Jarell-Quansah"
2025,"Liverpool","Premier League","Andrew Robertson","SCO","DF","30-220",1994,5.7,455,15,126,201,131,10,455,3,2,66.7,1,33.3,242,1086,633,14,9,1,5,3,300,13,"https://fbref.com/en/players/2e4f5f03/Andrew-Robertson"
2025,"Liverpool","Premier League","Mohamed Salah","EGY","FW","32-124",1992,6.7,296,6,19,95,184,64,295,23,12,52.2,11,47.8,212,1289,521,27,5,27,17,14,268,84,"https://fbref.com/en/players/e342ad68/Mohamed-Salah"
2025,"Liverpool","Premier League","Dominik Szoboszlai","HUN","MF","23-358",2000,6,375,3,40,205,135,17,375,8,6,75,2,25,214,1023,591,17,11,5,11,3,285,25,"https://fbref.com/en/players/934e1968/Dominik-Szoboszlai"
2025,"Liverpool","Premier League","Kostas Tsimikas","GRE","DF","28-158",1996,1.3,130,3,30,67,33,0,130,1,1,100,0,0,65,348,226,5,4,0,1,1,87,5,"https://fbref.com/en/players/f315ca93/Kostas-Tsimikas"
2025,"Liverpool","Premier League","Virgil van Dijk","NED","DF","33-101",1991,7,645,91,310,322,15,8,645,1,1,100,0,0,356,1627,833,1,5,0,0,1,439,0,"https://fbref.com/en/players/e06683ca/Virgil-van-Dijk"
2025,"Lyon","Ligue 1","Abner","BRA","DF","24-143",2000,5.2,332,14,63,145,125,14,332,5,2,40,3,60,158,751,466,13,4,4,10,3,204,34,"https://fbref.com/en/players/7f9c5d2d/Abner"
2025,"Lyon","Ligue 1","Adryelson","BRA","DF","26-208",1998,0,5,1,2,3,0,0,5,0,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/e980e78d/Adryelson"
2025,"Lyon","Ligue 1","Saïd Benrahma","ALG","FW,MF","29-068",1995,3.8,210,0,18,84,108,15,210,13,3,23.1,9,69.2,135,1009,480,21,9,5,5,5,163,52,"https://fbref.com/en/players/5a04fd92/Said-Benrahma"
2025,"Lyon","Ligue 1","Duje Ćaleta-Car","CRO","DF","28-030",1996,7,398,85,218,171,9,6,398,0,0,NA,0,NA,181,792,320,2,0,0,2,1,246,0,"https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car"
2025,"Lyon","Ligue 1","Maxence Caqueret","FRA","MF","24-245",2000,5.3,344,4,49,195,103,10,344,17,6,35.3,9,52.9,180,1013,437,13,8,2,13,8,252,15,"https://fbref.com/en/players/f81ef10d/Maxence-Caqueret"
2025,"Lyon","Ligue 1","Rayan Cherki","FRA","MF","21-061",2003,1.2,88,1,4,35,50,8,88,8,7,87.5,1,12.5,50,375,233,8,6,3,1,4,64,9,"https://fbref.com/en/players/b34c63a5/Rayan-Cherki"
2025,"Lyon","Ligue 1","Mahamadou Diawara","FRA","MF","19-243",2005,0.2,9,0,0,8,2,1,9,0,0,NA,0,NA,2,36,28,1,1,0,0,1,3,0,"https://fbref.com/en/players/1906b842/Mahamadou-Diawara"
2025,"Lyon","Ligue 1","Malick Fofana","BEL","FW,DF","19-200",2005,2.9,129,1,22,47,67,14,129,13,7,53.8,4,30.8,93,820,503,21,10,8,7,4,96,24,"https://fbref.com/en/players/8236f673/Malick-Fofana"
2025,"Lyon","Ligue 1","Sael Kumbedi","FRA","DF","19-205",2005,1,61,3,22,21,18,0,61,2,0,0,2,100,25,103,66,3,1,0,1,1,34,3,"https://fbref.com/en/players/c385bf49/Sael-Kumbedi"
2025,"Lyon","Ligue 1","Alexandre Lacazette","FRA","FW","33-142",1991,4.9,175,2,10,60,106,29,174,11,4,36.4,5,45.5,90,333,104,4,5,2,15,4,141,37,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette"
2025,"Lyon","Ligue 1","Ainsley Maitland-Niles","ENG","DF,MF","27-049",1997,5.1,297,16,76,120,104,11,297,12,6,50,5,41.7,105,398,160,3,2,2,6,6,149,18,"https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles"
2025,"Lyon","Ligue 1","Orel Mangala","BEL","MF","26-213",1998,0.7,42,1,5,27,10,2,42,3,0,0,3,100,26,128,62,1,0,0,0,0,29,3,"https://fbref.com/en/players/a572e291/Orel-Mangala"
2025,"Lyon","Ligue 1","Clinton Mata","ANG","DF","31-345",1992,6,365,34,136,162,73,8,365,13,5,38.5,7,53.8,180,944,573,7,6,0,7,2,218,9,"https://fbref.com/en/players/55abe554/Clinton-Mata"
2025,"Lyon","Ligue 1","Nemanja Matić","SRB","MF","36-077",1988,4,226,8,42,139,48,6,226,2,1,50,1,50,115,552,301,8,9,1,2,1,153,1,"https://fbref.com/en/players/eb7822d7/Nemanja-Matic"
2025,"Lyon","Ligue 1","Georges Mikautadze","GEO","FW","23-352",2000,3.9,186,2,7,85,95,32,185,16,2,12.5,13,81.3,116,636,226,9,5,3,11,7,146,40,"https://fbref.com/en/players/4788cb6b/Georges-Mikautadze"
2025,"Lyon","Ligue 1","Moussa Niakhate","SEN","DF","28-223",1996,5,314,30,162,134,19,2,314,1,1,100,0,0,161,843,424,5,2,0,0,1,197,2,"https://fbref.com/en/players/00242715/Moussa-Niakhate"
2025,"Lyon","Ligue 1","Ernest Nuamah","GHA","FW,DF","20-351",2003,1.5,88,3,15,28,47,11,88,3,1,33.3,2,66.7,53,449,336,11,2,6,3,2,53,17,"https://fbref.com/en/players/234a703c/Ernest-Nuamah"
2025,"Lyon","Ligue 1","Gift Orban","NGA","FW,DF","22-092",2002,2.1,49,0,6,13,30,10,49,5,2,40,3,60,26,108,36,1,0,1,6,0,35,12,"https://fbref.com/en/players/de17db90/Gift-Orban"
2025,"Lyon","Ligue 1","Lucas Perri","BRA","GK","26-312",1997,7,236,182,236,0,0,0,236,0,0,NA,0,NA,130,564,362,0,0,0,0,0,106,0,"https://fbref.com/en/players/5dbd461a/Lucas-Perri"
2025,"Lyon","Ligue 1","Mama Samba Baldé","GNB","FW","28-346",1995,0.4,15,1,2,6,7,2,15,3,0,0,3,100,7,65,28,1,1,0,1,1,9,2,"https://fbref.com/en/players/fb14aa28/Mama-Samba-Balde"
2025,"Lyon","Ligue 1","Nicolás Tagliafico","ARG","DF","32-047",1992,2,154,4,33,88,33,4,154,1,0,0,1,100,74,346,179,4,1,0,1,1,110,4,"https://fbref.com/en/players/f0661424/Nicolas-Tagliafico"
2025,"Lyon","Ligue 1","Tanner Tessmann","USA","MF","23-023",2001,1,75,5,21,50,6,1,75,1,1,100,0,0,44,207,78,0,0,0,0,2,53,3,"https://fbref.com/en/players/ac277993/Tanner-Tessmann"
2025,"Lyon","Ligue 1","Corentin Tolisso","FRA","MF","30-075",1994,3.8,278,8,47,130,104,16,278,3,2,66.7,1,33.3,155,707,321,5,5,0,8,3,214,22,"https://fbref.com/en/players/652d4c37/Corentin-Tolisso"
2025,"Lyon","Ligue 1","Jordan Veretout","FRA","MF","31-230",1993,2.6,202,5,22,111,72,1,202,2,1,50,1,50,92,426,257,8,5,1,0,2,149,16,"https://fbref.com/en/players/4a56052c/Jordan-Veretout"
2025,"Lyon","Ligue 1","Wilfried Zaha","CIV","FW","31-342",1992,0.6,28,0,1,19,8,0,28,1,1,100,0,0,16,55,12,0,0,0,1,3,25,4,"https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha"
2025,"Mainz 05","Bundesliga","Nadiem Amiri","GER","MF","27-356",1996,4.2,286,11,57,154,76,4,285,7,4,57.1,3,42.9,134,611,242,6,3,1,5,6,176,8,"https://fbref.com/en/players/555d5edd/Nadiem-Amiri"
2025,"Mainz 05","Bundesliga","Aymen Barkok","MAR","MF","26-149",1998,0.8,47,2,9,22,17,1,47,3,0,0,2,66.7,22,139,75,2,0,0,0,0,29,6,"https://fbref.com/en/players/a2a85828/Aymen-Barkok"
2025,"Mainz 05","Bundesliga","Stefan Bell","GER","DF","33-054",1991,1.8,111,20,59,47,5,5,111,1,0,0,1,100,43,208,80,3,0,0,1,1,60,1,"https://fbref.com/en/players/857a5abe/Stefan-Bell"
2025,"Mainz 05","Bundesliga","Jonathan Burkardt","GER","FW,MF","24-098",2000,6,170,9,18,76,76,22,170,9,5,55.6,4,44.4,79,397,130,6,4,1,18,9,111,26,"https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt"
2025,"Mainz 05","Bundesliga","Anthony Caci","FRA","DF","27-108",1997,5.2,285,18,72,125,90,3,285,4,2,50,1,25,109,487,143,4,2,1,4,2,155,14,"https://fbref.com/en/players/0118c54c/Anthony-Caci"
2025,"Mainz 05","Bundesliga","Andreas Hanche-Olsen","NOR","DF","27-274",1997,3.3,146,26,88,54,4,1,146,0,0,NA,0,NA,53,239,104,0,1,0,1,1,81,2,"https://fbref.com/en/players/2e77d607/Andreas-Hanche-Olsen"
2025,"Mainz 05","Bundesliga","Hong Hyunseok","KOR","MF","25-123",1999,2.5,92,3,20,40,33,6,92,0,0,NA,0,NA,43,182,52,0,0,0,4,4,56,8,"https://fbref.com/en/players/9a234cc9/Hong-Hyunseok"
2025,"Mainz 05","Bundesliga","Lee Jae-sung","KOR","MF","32-068",1992,4.8,205,8,38,90,79,19,205,6,2,33.3,3,50,100,338,154,4,5,0,10,5,146,20,"https://fbref.com/en/players/34b0387f/Lee-Jae-sung"
2025,"Mainz 05","Bundesliga","Moritz Jenz","GER","DF","25-170",1999,4,232,48,140,88,5,3,232,0,0,NA,0,NA,106,376,145,0,0,0,2,0,128,0,"https://fbref.com/en/players/ee644761/Moritz-Jenz"
2025,"Mainz 05","Bundesliga","Dominik Kohr","GER","DF,MF","30-260",1994,5.8,340,40,155,157,31,4,340,3,2,66.7,1,33.3,128,580,370,8,3,1,7,1,199,8,"https://fbref.com/en/players/0fbecd11/Dominik-Kohr"
2025,"Mainz 05","Bundesliga","Maxim Leitsch","GER","DF","26-152",1998,3.1,172,33,90,72,10,5,172,0,0,NA,0,NA,51,182,65,1,0,0,1,1,76,1,"https://fbref.com/en/players/7e12a98d/Maxim-Leitsch"
2025,"Mainz 05","Bundesliga","Phillipp Mwene","AUT","DF","30-262",1994,5.9,286,23,65,121,102,5,286,12,6,50,6,50,135,843,418,13,5,2,8,2,161,27,"https://fbref.com/en/players/2ff76adc/Phillipp-Mwene"
2025,"Mainz 05","Bundesliga","Paul Nebel","GER","DF,MF","22-007",2002,0.7,67,2,11,34,24,2,67,2,1,50,1,50,36,344,206,7,5,1,1,1,40,2,"https://fbref.com/en/players/1b6d8083/Paul-Nebel"
2025,"Mainz 05","Bundesliga","Karim Onisiwo","AUT","MF,FW","32-214",1992,1,31,0,4,9,18,5,31,1,0,0,1,100,16,61,12,1,0,0,3,1,22,7,"https://fbref.com/en/players/f26834c7/Karim-Onisiwo"
2025,"Mainz 05","Bundesliga","Kaishu Sano","JPN","MF","23-292",2000,5.8,240,12,61,138,41,2,240,3,1,33.3,2,66.7,88,353,120,0,1,0,8,8,121,5,"https://fbref.com/en/players/7a7a6361/Kaishu-Sano"
2025,"Mainz 05","Bundesliga","Armindo Sieb","GER","MF,FW","21-243",2003,2.2,83,1,10,39,36,6,83,9,3,33.3,5,55.6,49,373,209,10,5,2,4,7,63,12,"https://fbref.com/en/players/228c1d94/Armindo-Sieb"
2025,"Mainz 05","Bundesliga","Nikolas Veratschnig","AUT","MF","21-267",2003,0,2,0,0,0,2,0,2,0,0,NA,0,NA,1,3,0,0,0,0,0,0,1,1,"https://fbref.com/en/players/13496b77/Nikolas-Veratschnig"
2025,"Mainz 05","Bundesliga","Nelson Weiper","GER","FW,MF","19-214",2005,0.2,12,0,2,5,5,1,12,1,1,100,0,0,5,27,20,1,0,0,1,1,5,2,"https://fbref.com/en/players/231c67ff/Nelson-Weiper"
2025,"Mainz 05","Bundesliga","Silvan Widmer","SUI","DF","31-226",1993,1.2,72,4,15,32,25,1,72,1,0,0,1,100,33,155,44,0,2,0,2,0,42,8,"https://fbref.com/en/players/f68b64fc/Silvan-Widmer"
2025,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","29-355",1994,6,259,207,251,8,0,0,259,0,0,NA,0,NA,111,572,299,0,0,0,1,0,97,0,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
2025,"Mallorca","La Liga","Takuma Asano","JPN","FW","29-342",1994,3.5,114,2,19,37,62,20,114,9,3,33.3,5,55.6,71,512,301,16,7,7,7,2,79,20,"https://fbref.com/en/players/13ddc856/Takuma-Asano"
2025,"Mallorca","La Liga","Chiquinho","POR","MF,FW","24-255",2000,0.7,39,0,5,11,23,2,39,5,3,60,2,40,20,117,20,1,1,1,12,5,24,5,"https://fbref.com/en/players/dc6c2f02/Chiquinho"
2025,"Mallorca","La Liga","Copete","ESP","DF","25-007",1999,3.4,204,38,112,83,9,4,204,0,0,NA,0,NA,105,476,305,2,0,0,0,0,121,1,"https://fbref.com/en/players/0f26ffd7/Copete"
2025,"Mallorca","La Liga","Samu Costa","POR","MF","23-325",2000,9,571,39,137,328,109,11,571,6,2,33.3,4,66.7,325,1419,538,8,7,0,9,11,398,20,"https://fbref.com/en/players/76c2a023/Samu-Costa"
2025,"Mallorca","La Liga","Sergi Darder","ESP","MF,FW","30-300",1993,6.6,336,2,27,184,129,4,336,15,8,53.3,7,46.7,197,1233,495,10,18,1,9,7,226,21,"https://fbref.com/en/players/070a3904/Sergi-Darder"
2025,"Mallorca","La Liga","Marc Domenech","ESP","FW","18-290",2006,1.3,36,0,4,15,19,4,36,1,1,100,0,0,16,70,31,0,1,0,5,2,21,8,"https://fbref.com/en/players/54880c9b/Marc-Domenech"
2025,"Mallorca","La Liga","Valery Fernández","ESP","MF,FW","24-329",1999,1.2,52,4,11,22,21,6,52,4,0,0,4,100,29,179,80,1,2,0,1,1,32,5,"https://fbref.com/en/players/4acd733a/Valery-Fernandez"
2025,"Mallorca","La Liga","Dominik Greif","SVK","GK","27-194",1997,6,187,156,185,2,0,0,187,0,0,NA,0,NA,100,493,302,0,0,0,1,0,85,0,"https://fbref.com/en/players/30061f53/Dominik-Greif"
2025,"Mallorca","La Liga","Cyle Larin","CAN","FW","29-183",1995,4.6,138,5,18,68,54,12,138,7,2,28.6,5,71.4,70,314,110,2,3,1,14,15,99,20,"https://fbref.com/en/players/e7af9060/Cyle-Larin"
2025,"Mallorca","La Liga","Toni Lato","ESP","DF","26-331",1997,1.9,138,6,30,47,61,3,138,3,0,0,3,100,59,378,204,7,5,1,2,1,69,12,"https://fbref.com/en/players/8e088e04/Toni-Lato"
2025,"Mallorca","La Liga","Pablo Maffeo","ESP","DF","27-097",1997,5.4,312,18,93,114,115,4,312,19,12,63.2,7,36.8,150,924,420,11,14,3,9,5,159,28,"https://fbref.com/en/players/5db04597/Pablo-Maffeo"
2025,"Mallorca","La Liga","Omar Mascarell","EQG","MF","31-258",1993,5.1,284,24,97,166,22,0,284,4,3,75,1,25,121,633,266,5,5,1,0,1,175,2,"https://fbref.com/en/players/11fd2b75/Omar-Mascarell"
2025,"Mallorca","La Liga","Johan Mojica","COL","DF","32-057",1992,7.1,441,29,137,174,141,1,441,21,10,47.6,8,38.1,227,1203,543,14,7,0,13,8,253,39,"https://fbref.com/en/players/608f2092/Johan-Mojica"
2025,"Mallorca","La Liga","Manu Morlanes","ESP","MF","25-279",1999,3.9,232,13,46,142,46,4,232,3,1,33.3,2,66.7,131,824,468,8,5,0,2,3,142,12,"https://fbref.com/en/players/a0255c67/Manu-Morlanes"
2025,"Mallorca","La Liga","Vedat Muriqi","KVX","FW","30-176",1994,5.2,172,13,23,65,87,33,172,7,2,28.6,5,71.4,84,422,127,4,2,2,10,8,129,28,"https://fbref.com/en/players/0cadc46d/Vedat-Muriqi"
2025,"Mallorca","La Liga","Roberto Navarro","ESP","MF,FW","22-188",2002,3.9,178,3,34,81,70,9,178,15,9,60,3,20,104,812,456,14,13,2,14,9,120,19,"https://fbref.com/en/players/c997b942/Roberto-Navarro"
2025,"Mallorca","La Liga","Abdón Prats","ESP","FW,MF","31-315",1992,1.5,45,2,6,22,17,8,44,0,0,NA,0,NA,22,62,19,0,0,0,2,4,32,1,"https://fbref.com/en/players/d1b060e2/Abdon-Prats"
2025,"Mallorca","La Liga","Antonio Raillo","ESP","DF","33-009",1991,9,535,88,290,204,44,23,535,1,1,100,0,0,241,1443,906,11,4,0,2,4,312,5,"https://fbref.com/en/players/b857bd29/Antonio-Raillo"
2025,"Mallorca","La Liga","Dani Rodríguez","ESP","FW,MF","36-133",1988,6.1,257,3,25,114,122,11,257,8,5,62.5,3,37.5,143,721,294,8,12,0,12,5,175,24,"https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez"
2025,"Mallorca","La Liga","Leo Román","ESP","GK","24-103",2000,3,106,85,106,0,0,0,106,0,0,NA,0,NA,51,304,155,0,0,0,0,0,54,0,"https://fbref.com/en/players/924ff27e/Leo-Roman"
2025,"Mallorca","La Liga","Antonio Sánchez","ESP","DF,FW","27-290",1997,4.7,242,13,91,91,64,3,242,6,3,50,2,33.3,105,515,189,3,4,1,2,3,127,12,"https://fbref.com/en/players/a254bbe0/Antonio-Sanchez"
2025,"Mallorca","La Liga","Martin Valjent","SVK","DF","28-311",1995,5.8,294,37,170,118,10,1,294,1,1,100,0,0,148,846,449,2,1,0,2,0,168,2,"https://fbref.com/en/players/f2c6ac01/Martin-Valjent"
2025,"Manchester City","Premier League","Manuel Akanji","SUI","DF","29-090",1995,6.7,647,38,160,301,186,5,647,1,1,100,0,0,399,2054,1240,14,20,0,3,2,529,3,"https://fbref.com/en/players/89ac64a6/Manuel-Akanji"
2025,"Manchester City","Premier League","Nathan Aké","NED","DF","29-242",1995,0,9,1,3,1,5,0,9,0,0,NA,0,NA,4,28,7,0,0,0,0,1,5,0,"https://fbref.com/en/players/eaeca114/Nathan-Ake"
2025,"Manchester City","Premier League","Kevin De Bruyne","BEL","MF","33-111",1991,4,357,1,21,112,226,17,357,8,4,50,3,37.5,177,802,442,10,12,2,4,9,275,32,"https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne"
2025,"Manchester City","Premier League","Rúben Dias","POR","DF","27-156",1997,6.1,630,58,207,315,109,8,630,1,0,0,1,100,427,2576,1474,10,18,1,2,1,503,2,"https://fbref.com/en/players/31c69ef1/Ruben-Dias"
2025,"Manchester City","Premier League","Jeremy Doku","BEL","FW","22-143",2002,3.7,211,1,9,53,155,22,211,35,16,45.7,11,31.4,151,1559,994,40,22,11,10,9,175,51,"https://fbref.com/en/players/fffea3e5/Jeremy-Doku"
2025,"Manchester City","Premier League","Ederson","BRA","GK","31-061",1993,7,270,180,266,4,0,0,270,0,0,NA,0,NA,171,853,502,0,0,0,1,0,176,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
2025,"Manchester City","Premier League","Phil Foden","ENG","MF,FW","24-142",2000,1.9,140,4,15,35,90,10,140,5,2,40,2,40,88,354,142,4,1,1,4,2,112,19,"https://fbref.com/en/players/ed1e53f3/Phil-Foden"
2025,"Manchester City","Premier League","Jack Grealish","ENG","FW,MF","29-037",1995,3.6,211,9,20,45,149,39,211,14,8,57.1,3,21.4,149,1234,784,37,9,22,5,2,166,56,"https://fbref.com/en/players/b0b4fd3e/Jack-Grealish"
2025,"Manchester City","Premier League","İlkay Gündoğan","GER","MF","33-359",1990,4.2,292,4,37,108,150,12,292,8,5,62.5,2,25,154,723,379,13,9,2,7,2,229,18,"https://fbref.com/en/players/819b3158/Ilkay-Gundogan"
2025,"Manchester City","Premier League","Joško Gvardiol","CRO","DF","22-268",2002,6.5,535,22,132,262,144,20,535,9,5,55.6,3,33.3,322,1626,928,17,16,3,5,6,387,12,"https://fbref.com/en/players/5ad50391/Josko-Gvardiol"
2025,"Manchester City","Premier League","Erling Haaland","NOR","FW","24-088",2000,7,146,6,9,39,99,54,145,13,5,38.5,7,53.8,72,324,130,6,0,6,9,8,116,30,"https://fbref.com/en/players/1f44ac21/Erling-Haaland"
2025,"Manchester City","Premier League","Mateo Kovačić","CRO","MF","30-164",1994,5.8,535,12,72,283,191,3,535,13,8,61.5,4,30.8,348,2125,1048,20,27,0,5,7,439,7,"https://fbref.com/en/players/79c0821a/Mateo-Kovacic"
2025,"Manchester City","Premier League","Rico Lewis","ENG","MF,DF","19-331",2004,5.4,334,16,57,160,119,24,334,5,2,40,3,60,176,885,476,14,8,3,7,7,230,33,"https://fbref.com/en/players/b57e066e/Rico-Lewis"
2025,"Manchester City","Premier League","James Mcatee","ENG","FW","21-365",2002,0,6,0,0,1,5,1,6,0,0,NA,0,NA,2,5,0,0,0,0,0,0,4,0,"https://fbref.com/en/players/96593e89/James-Mcatee"
2025,"Manchester City","Premier League","Matheus Nunes","POR","FW,MF","26-051",1998,0.3,23,1,4,8,11,3,23,3,2,66.7,1,33.3,12,92,66,2,0,2,0,0,17,6,"https://fbref.com/en/players/e6af02e0/Matheus-Nunes"
2025,"Manchester City","Premier League","Rodri","ESP","MF","28-117",1996,0.7,65,1,12,30,24,0,65,1,0,0,0,0,34,125,42,0,2,0,0,0,49,1,"https://fbref.com/en/players/6434f10d/Rodri"
2025,"Manchester City","Premier League","Sávio","BRA","FW","20-190",2004,3.2,211,1,8,30,177,33,211,20,9,45,5,25,151,1209,782,32,8,21,12,4,162,47,"https://fbref.com/en/players/fe6e7156/Savio"
2025,"Manchester City","Premier League","Bernardo Silva","POR","MF,FW","30-068",1994,6.1,399,4,33,119,249,55,399,19,7,36.8,10,52.6,233,1367,744,26,10,18,3,7,302,55,"https://fbref.com/en/players/3eb22ec9/Bernardo-Silva"
2025,"Manchester City","Premier League","John Stones","ENG","DF,MF","30-142",1994,1.7,86,9,23,43,21,2,86,0,0,NA,0,NA,42,307,145,2,5,0,0,0,59,0,"https://fbref.com/en/players/5eecec3d/John-Stones"
2025,"Manchester City","Premier League","Kyle Walker","ENG","DF","34-142",1990,3.2,291,7,54,118,123,1,291,1,1,100,0,0,176,816,496,6,9,0,6,0,204,1,"https://fbref.com/en/players/86dd77d1/Kyle-Walker"
2025,"Manchester Utd","Premier League","Antony","BRA","FW","24-236",2000,0.3,17,0,3,3,11,1,17,1,0,0,1,100,8,51,36,1,1,0,1,0,9,1,"https://fbref.com/en/players/99127249/Antony"
2025,"Manchester Utd","Premier League","Casemiro","BRA","MF","32-237",1992,3.1,260,15,77,128,56,11,260,3,1,33.3,2,66.7,152,571,293,1,3,0,2,2,185,4,"https://fbref.com/en/players/4d224fe8/Casemiro"
2025,"Manchester Utd","Premier League","Toby Collyer","ENG","MF","20-288",2004,0.5,31,1,8,16,7,1,31,1,1,100,0,0,20,108,27,0,0,0,5,0,23,2,"https://fbref.com/en/players/4f9091bc/Toby-Collyer"
